,player,playerid,subtype,Shots Made,Total Shots,FG%,Average FG%,FG% Difference
3521,D. Theis,1628464,Floating Jump shot,3.0,3.0,100.0,40.775771321052716,59.224228678947284
3522,D. Theis,1628464,Hook Shot,2.0,3.0,66.66666666666666,45.452274267381924,21.214392399284733
3523,D. Theis,1628464,Jump Shot,3.0,17.0,17.647058823529413,33.64356279966131,-15.996503976131898
3524,D. Theis,1628464,Layup Shot,1.0,2.0,50.0,50.050333235610644,-0.05033323561064407
3525,D. Theis,1628464,Putback Layup Shot,0.0,3.0,0.0,65.41013271254658,-65.41013271254658
3526,D. Theis,1628464,Reverse Layup Shot,0.0,1.0,0.0,65.23393086838465,-65.23393086838465
3527,D. Theis,1628464,Running Finger Roll Layup Shot,2.0,2.0,100.0,76.7796157826837,23.220384217316294
3528,D. Theis,1628464,Tip Layup Shot,1.0,2.0,50.0,48.863007269564854,1.1369927304351464
3529,D. Vassell,1630170,Alley Oop Dunk Shot,3.0,3.0,100.0,87.98424970972546,12.01575029027454
3530,D. Vassell,1630170,Cutting Dunk Shot,5.0,6.0,83.33333333333334,90.09392817477068,-6.760594841437339
3531,D. Vassell,1630170,Cutting Finger Roll Layup Shot,2.0,2.0,100.0,79.81783739136681,20.182162608633192
3532,D. Vassell,1630170,Cutting Layup Shot,4.0,6.0,66.66666666666666,70.33553076619971,-3.668864099533053
3533,D. Vassell,1630170,Driving Bank Hook Shot,0.0,1.0,0.0,51.30692267648789,-51.30692267648789
3534,D. Vassell,1630170,Driving Dunk Shot,1.0,3.0,33.33333333333333,78.87124625983606,-45.53791292650273
3535,D. Vassell,1630170,Driving Finger Roll Layup Shot,12.0,23.0,52.17391304347826,62.785599786476254,-10.611686742997996
3536,D. Vassell,1630170,Driving Floating Bank Jump Shot,0.0,3.0,0.0,49.67574935067332,-49.67574935067332
3537,D. Vassell,1630170,Driving Floating Jump Shot,3.0,10.0,30.0,38.248881327329954,-8.248881327329954
3538,D. Vassell,1630170,Driving Layup Shot,12.0,27.0,44.44444444444444,45.01602024096154,-0.5715757965170951
3539,D. Vassell,1630170,Driving Reverse Layup Shot,3.0,4.0,75.0,55.503298940477,19.496701059522998
3540,D. Vassell,1630170,Fadeaway Jump Shot,9.0,17.0,52.94117647058824,33.9661008403559,18.97507563023234
3541,D. Vassell,1630170,Floating Jump shot,1.0,5.0,20.0,40.775771321052716,-20.775771321052716
3542,D. Vassell,1630170,Jump Bank Shot,0.0,1.0,0.0,50.98262359275575,-50.98262359275575
3543,D. Vassell,1630170,Jump Shot,68.0,175.0,38.857142857142854,33.64356279966131,5.213580057481543
3544,D. Vassell,1630170,Layup Shot,1.0,3.0,33.33333333333333,50.050333235610644,-16.716999902277315
3545,D. Vassell,1630170,Pullup Jump shot,68.0,175.0,38.857142857142854,36.23884787401714,2.6182949831257147
3546,D. Vassell,1630170,Running Dunk Shot,8.0,8.0,100.0,91.51696398565736,8.483036014342645
3547,D. Vassell,1630170,Running Finger Roll Layup Shot,2.0,4.0,50.0,76.7796157826837,-26.779615782683706
3548,D. Vassell,1630170,Running Jump Shot,13.0,23.0,56.52173913043478,35.632052842171824,20.889686288262958
3549,D. Vassell,1630170,Running Layup Shot,7.0,12.0,58.333333333333336,59.5547097295744,-1.2213763962410624
3550,D. Vassell,1630170,Running Pull-Up Jump Shot,3.0,10.0,30.0,36.13965874933622,-6.1396587493362205
3551,D. Vassell,1630170,Running Reverse Layup Shot,0.0,1.0,0.0,66.85028296356421,-66.85028296356421
3552,D. Vassell,1630170,Step Back Bank Jump Shot,0.0,1.0,0.0,56.89265536723163,-56.89265536723163
3553,D. Vassell,1630170,Step Back Jump shot,26.0,49.0,53.06122448979592,35.079155343934865,17.982069145861054
3554,D. Vassell,1630170,Tip Dunk Shot,0.0,1.0,0.0,84.33346026647462,-84.33346026647462
3555,D. Vassell,1630170,Tip Layup Shot,1.0,3.0,33.33333333333333,48.863007269564854,-15.529673936231525
3556,D. Vassell,1630170,Turnaround Fadeaway shot,6.0,11.0,54.54545454545454,34.199880691471094,20.345573853983446
3557,D. Vassell,1630170,Turnaround Jump Shot,3.0,8.0,37.5,39.10629512709983,-1.606295127099827
3558,D. Wade,1629731,Cutting Dunk Shot,2.0,2.0,100.0,90.09392817477068,9.906071825229319
3559,D. Wade,1629731,Cutting Layup Shot,6.0,8.0,75.0,70.33553076619971,4.66446923380029
3560,D. Wade,1629731,Driving Bank Hook Shot,1.0,1.0,100.0,51.30692267648789,48.69307732351211
3561,D. Wade,1629731,Driving Dunk Shot,0.0,1.0,0.0,78.87124625983606,-78.87124625983606
3562,D. Wade,1629731,Driving Finger Roll Layup Shot,2.0,2.0,100.0,62.785599786476254,37.214400213523746
3563,D. Wade,1629731,Driving Floating Bank Jump Shot,0.0,1.0,0.0,49.67574935067332,-49.67574935067332
3564,D. Wade,1629731,Driving Floating Jump Shot,0.0,2.0,0.0,38.248881327329954,-38.248881327329954
3565,D. Wade,1629731,Driving Layup Shot,1.0,7.0,14.285714285714285,45.01602024096154,-30.730305955247253
3566,D. Wade,1629731,Driving Reverse Layup Shot,1.0,1.0,100.0,55.503298940477,44.496701059523
3567,D. Wade,1629731,Fadeaway Jump Shot,1.0,3.0,33.33333333333333,33.9661008403559,-0.6327675070225709
3568,D. Wade,1629731,Jump Shot,41.0,120.0,34.166666666666664,33.64356279966131,0.5231038670053536
3569,D. Wade,1629731,Layup Shot,2.0,2.0,100.0,50.050333235610644,49.949666764389356
3570,D. Wade,1629731,Pullup Jump shot,1.0,1.0,100.0,36.23884787401714,63.76115212598286
3571,D. Wade,1629731,Putback Dunk Shot,1.0,1.0,100.0,91.18644081655869,8.813559183441313
3572,D. Wade,1629731,Putback Layup Shot,0.0,1.0,0.0,65.41013271254658,-65.41013271254658
3573,D. Wade,1629731,Reverse Layup Shot,2.0,2.0,100.0,65.23393086838465,34.76606913161535
3574,D. Wade,1629731,Running Alley Oop Layup Shot,1.0,1.0,100.0,74.22118380062305,25.778816199376948
3575,D. Wade,1629731,Running Dunk Shot,3.0,3.0,100.0,91.51696398565736,8.483036014342645
3576,D. Wade,1629731,Running Jump Shot,2.0,8.0,25.0,35.632052842171824,-10.632052842171824
3577,D. Wade,1629731,Running Layup Shot,2.0,2.0,100.0,59.5547097295744,40.4452902704256
3578,D. Wade,1629731,Running Pull-Up Jump Shot,1.0,1.0,100.0,36.13965874933622,63.86034125066378
3579,D. Wade,1629731,Running Reverse Layup Shot,1.0,1.0,100.0,66.85028296356421,33.14971703643579
3580,D. Wade,1629731,Tip Layup Shot,1.0,1.0,100.0,48.863007269564854,51.136992730435146
3581,D. Wade,1629731,Turnaround Fadeaway shot,0.0,4.0,0.0,34.199880691471094,-34.199880691471094
3582,D. Wade,1629731,Turnaround Jump Shot,1.0,2.0,50.0,39.10629512709983,10.893704872900173
3583,D. Washington Jr.,1630613,Driving Bank Hook Shot,1.0,2.0,50.0,51.30692267648789,-1.3069226764878934
3584,D. Washington Jr.,1630613,Driving Finger Roll Layup Shot,9.0,21.0,42.857142857142854,62.785599786476254,-19.9284569293334
3585,D. Washington Jr.,1630613,Driving Floating Bank Jump Shot,2.0,7.0,28.57142857142857,49.67574935067332,-21.104320779244752
3586,D. Washington Jr.,1630613,Driving Floating Jump Shot,11.0,26.0,42.30769230769231,38.248881327329954,4.058810980362352
3587,D. Washington Jr.,1630613,Driving Hook Shot,1.0,2.0,50.0,36.96562291925158,13.03437708074842
3588,D. Washington Jr.,1630613,Driving Layup Shot,6.0,27.0,22.22222222222222,45.01602024096154,-22.793798018739317
3589,D. Washington Jr.,1630613,Fadeaway Jump Shot,1.0,6.0,16.666666666666664,33.9661008403559,-17.299434173689235
3590,D. Washington Jr.,1630613,Floating Jump shot,1.0,2.0,50.0,40.775771321052716,9.224228678947284
3591,D. Washington Jr.,1630613,Jump Shot,19.0,69.0,27.536231884057973,33.64356279966131,-6.107330915603338
3592,D. Washington Jr.,1630613,Layup Shot,3.0,3.0,100.0,50.050333235610644,49.949666764389356
3593,D. Washington Jr.,1630613,Pullup Jump shot,27.0,62.0,43.54838709677419,36.23884787401714,7.309539222757053
3594,D. Washington Jr.,1630613,Running Finger Roll Layup Shot,1.0,1.0,100.0,76.7796157826837,23.220384217316294
3595,D. Washington Jr.,1630613,Running Jump Shot,4.0,7.0,57.14285714285714,35.632052842171824,21.510804300685315
3596,D. Washington Jr.,1630613,Running Layup Shot,1.0,2.0,50.0,59.5547097295744,-9.554709729574398
3597,D. Washington Jr.,1630613,Running Pull-Up Jump Shot,1.0,1.0,100.0,36.13965874933622,63.86034125066378
3598,D. Washington Jr.,1630613,Step Back Jump shot,5.0,15.0,33.33333333333333,35.079155343934865,-1.745822010601536
3599,D. Washington Jr.,1630613,Turnaround Fadeaway shot,0.0,1.0,0.0,34.199880691471094,-34.199880691471094
3600,D. Washington Jr.,1630613,Turnaround Hook Shot,0.0,1.0,0.0,43.842343892424,-43.842343892424
3601,D. Washington Jr.,1630613,Turnaround Jump Shot,1.0,1.0,100.0,39.10629512709983,60.89370487290017
3602,D. White,1628401,Cutting Dunk Shot,2.0,2.0,100.0,90.09392817477068,9.906071825229319
3603,D. White,1628401,Cutting Finger Roll Layup Shot,1.0,1.0,100.0,79.81783739136681,20.182162608633192
3604,D. White,1628401,Cutting Layup Shot,15.0,24.0,62.5,70.33553076619971,-7.83553076619971
3605,D. White,1628401,Driving Dunk Shot,3.0,5.0,60.0,78.87124625983606,-18.871246259836056
3606,D. White,1628401,Driving Finger Roll Layup Shot,11.0,12.0,91.66666666666666,62.785599786476254,28.881066880190403
3607,D. White,1628401,Driving Floating Bank Jump Shot,5.0,9.0,55.55555555555556,49.67574935067332,5.879806204882236
3608,D. White,1628401,Driving Floating Jump Shot,63.0,114.0,55.26315789473685,38.248881327329954,17.014276567406895
3609,D. White,1628401,Driving Hook Shot,2.0,4.0,50.0,36.96562291925158,13.03437708074842
3610,D. White,1628401,Driving Layup Shot,54.0,106.0,50.943396226415096,45.01602024096154,5.927375985453558
3611,D. White,1628401,Driving Reverse Layup Shot,2.0,5.0,40.0,55.503298940477,-15.503298940477002
3612,D. White,1628401,Dunk Shot,0.0,1.0,0.0,84.13380015631027,-84.13380015631027
3613,D. White,1628401,Fadeaway Jump Shot,3.0,5.0,60.0,33.9661008403559,26.0338991596441
3614,D. White,1628401,Finger Roll Layup Shot,1.0,1.0,100.0,61.999433106575964,38.000566893424036
3615,D. White,1628401,Floating Jump shot,5.0,11.0,45.45454545454545,40.775771321052716,4.6787741334927375
3616,D. White,1628401,Jump Shot,153.0,382.0,40.05235602094241,33.64356279966131,6.408793221281101
3617,D. White,1628401,Layup Shot,5.0,9.0,55.55555555555556,50.050333235610644,5.505222319944913
3618,D. White,1628401,Pullup Jump shot,46.0,118.0,38.983050847457626,36.23884787401714,2.744202973440487
3619,D. White,1628401,Putback Layup Shot,10.0,12.0,83.33333333333334,65.41013271254658,17.92320062078676
3620,D. White,1628401,Running Dunk Shot,6.0,7.0,85.71428571428571,91.51696398565736,-5.802678271371647
3621,D. White,1628401,Running Finger Roll Layup Shot,3.0,4.0,75.0,76.7796157826837,-1.779615782683706
3622,D. White,1628401,Running Jump Shot,8.0,24.0,33.33333333333333,35.632052842171824,-2.298719508838495
3623,D. White,1628401,Running Layup Shot,24.0,41.0,58.536585365853654,59.5547097295744,-1.0181243637207444
3624,D. White,1628401,Running Pull-Up Jump Shot,3.0,9.0,33.33333333333333,36.13965874933622,-2.806325416002892
3625,D. White,1628401,Running Reverse Layup Shot,1.0,3.0,33.33333333333333,66.85028296356421,-33.51694963023088
3626,D. White,1628401,Step Back Jump shot,6.0,13.0,46.15384615384615,35.079155343934865,11.074690809911289
3627,D. White,1628401,Tip Dunk Shot,2.0,2.0,100.0,84.33346026647462,15.666539733525383
3628,D. White,1628401,Tip Layup Shot,6.0,11.0,54.54545454545454,48.863007269564854,5.682447275889686
3629,D. White,1628401,Turnaround Fadeaway shot,0.0,1.0,0.0,34.199880691471094,-34.199880691471094
3630,D. White,1628401,Turnaround Hook Shot,0.0,1.0,0.0,43.842343892424,-43.842343892424
3631,D. White,1628401,Turnaround Jump Shot,3.0,5.0,60.0,39.10629512709983,20.893704872900173
3632,D. Williams,1631495,Driving Layup Shot,0.0,1.0,0.0,45.01602024096154,-45.01602024096154
3633,D. Williams,1631495,Jump Shot,0.0,1.0,0.0,33.64356279966131,-33.64356279966131
3634,D. Williams,1631495,Pullup Jump shot,0.0,1.0,0.0,36.23884787401714,-36.23884787401714
3635,D. Williams,1631495,Running Layup Shot,2.0,2.0,100.0,59.5547097295744,40.4452902704256
3636,D. Windler,1629685,Driving Layup Shot,1.0,1.0,100.0,45.01602024096154,54.98397975903846
3637,D. Windler,1629685,Jump Shot,1.0,2.0,50.0,33.64356279966131,16.35643720033869
3638,D. Wright,1626153,Cutting Layup Shot,4.0,4.0,100.0,70.33553076619971,29.66446923380029
3639,D. Wright,1626153,Driving Bank Hook Shot,1.0,2.0,50.0,51.30692267648789,-1.3069226764878934
3640,D. Wright,1626153,Driving Finger Roll Layup Shot,4.0,13.0,30.76923076923077,62.785599786476254,-32.01636901724548
3641,D. Wright,1626153,Driving Floating Bank Jump Shot,7.0,11.0,63.63636363636363,49.67574935067332,13.960614285690312
3642,D. Wright,1626153,Driving Floating Jump Shot,12.0,33.0,36.36363636363637,38.248881327329954,-1.8852449636935873
3643,D. Wright,1626153,Driving Hook Shot,1.0,2.0,50.0,36.96562291925158,13.03437708074842
3644,D. Wright,1626153,Driving Layup Shot,19.0,33.0,57.57575757575758,45.01602024096154,12.55973733479604
3645,D. Wright,1626153,Driving Reverse Layup Shot,5.0,8.0,62.5,55.503298940477,6.996701059522998
3646,D. Wright,1626153,Finger Roll Layup Shot,0.0,1.0,0.0,61.999433106575964,-61.999433106575964
3647,D. Wright,1626153,Floating Jump shot,1.0,5.0,20.0,40.775771321052716,-20.775771321052716
3648,D. Wright,1626153,Jump Bank Shot,0.0,1.0,0.0,50.98262359275575,-50.98262359275575
3649,D. Wright,1626153,Jump Shot,24.0,77.0,31.16883116883117,33.64356279966131,-2.474731630830142
3650,D. Wright,1626153,Layup Shot,3.0,6.0,50.0,50.050333235610644,-0.05033323561064407
3651,D. Wright,1626153,Pullup Jump shot,12.0,26.0,46.15384615384615,36.23884787401714,9.914998279829014
3652,D. Wright,1626153,Putback Layup Shot,3.0,4.0,75.0,65.41013271254658,9.589867287453416
3653,D. Wright,1626153,Reverse Layup Shot,1.0,2.0,50.0,65.23393086838465,-15.233930868384647
3654,D. Wright,1626153,Running Dunk Shot,4.0,4.0,100.0,91.51696398565736,8.483036014342645
3655,D. Wright,1626153,Running Finger Roll Layup Shot,2.0,2.0,100.0,76.7796157826837,23.220384217316294
3656,D. Wright,1626153,Running Jump Shot,4.0,8.0,50.0,35.632052842171824,14.367947157828176
3657,D. Wright,1626153,Running Layup Shot,14.0,15.0,93.33333333333333,59.5547097295744,33.77862360375893
3658,D. Wright,1626153,Running Pull-Up Jump Shot,0.0,4.0,0.0,36.13965874933622,-36.13965874933622
3659,D. Wright,1626153,Running Reverse Layup Shot,2.0,2.0,100.0,66.85028296356421,33.14971703643579
3660,D. Wright,1626153,Step Back Jump shot,9.0,16.0,56.25,35.079155343934865,21.170844656065135
3661,D. Wright,1626153,Tip Layup Shot,3.0,6.0,50.0,48.863007269564854,1.1369927304351464
3662,D. Wright,1626153,Turnaround Fadeaway shot,0.0,1.0,0.0,34.199880691471094,-34.199880691471094
3663,D. Wright,1626153,Turnaround Hook Shot,0.0,1.0,0.0,43.842343892424,-43.842343892424
3664,D. Wright,1626153,Turnaround Jump Shot,3.0,4.0,75.0,39.10629512709983,35.89370487290017
3665,E. Fournier,203095,Cutting Layup Shot,1.0,1.0,100.0,70.33553076619971,29.66446923380029
3666,E. Fournier,203095,Driving Finger Roll Layup Shot,2.0,4.0,50.0,62.785599786476254,-12.785599786476254
3667,E. Fournier,203095,Driving Floating Bank Jump Shot,1.0,5.0,20.0,49.67574935067332,-29.67574935067332
3668,E. Fournier,203095,Driving Floating Jump Shot,1.0,10.0,10.0,38.248881327329954,-28.248881327329954
3669,E. Fournier,203095,Driving Hook Shot,0.0,2.0,0.0,36.96562291925158,-36.96562291925158
3670,E. Fournier,203095,Driving Layup Shot,4.0,6.0,66.66666666666666,45.01602024096154,21.65064642570512
3671,E. Fournier,203095,Floating Jump shot,4.0,6.0,66.66666666666666,40.775771321052716,25.89089534561394
3672,E. Fournier,203095,Jump Bank Shot,0.0,1.0,0.0,50.98262359275575,-50.98262359275575
3673,E. Fournier,203095,Jump Shot,22.0,66.0,33.33333333333333,33.64356279966131,-0.3102294663279821
3674,E. Fournier,203095,Layup Shot,1.0,1.0,100.0,50.050333235610644,49.949666764389356
3675,E. Fournier,203095,Pullup Jump shot,5.0,23.0,21.73913043478261,36.23884787401714,-14.49971743923453
3676,E. Fournier,203095,Putback Layup Shot,2.0,2.0,100.0,65.41013271254658,34.589867287453416
3677,E. Fournier,203095,Running Jump Shot,2.0,5.0,40.0,35.632052842171824,4.367947157828176
3678,E. Fournier,203095,Running Layup Shot,0.0,1.0,0.0,59.5547097295744,-59.5547097295744
3679,E. Fournier,203095,Running Pull-Up Jump Shot,3.0,7.0,42.857142857142854,36.13965874933622,6.717484107806634
3680,E. Fournier,203095,Step Back Jump shot,7.0,23.0,30.434782608695656,35.079155343934865,-4.644372735239209
3681,E. Fournier,203095,Tip Layup Shot,0.0,1.0,0.0,48.863007269564854,-48.863007269564854
3682,E. Fournier,203095,Turnaround Fadeaway Bank Jump Shot,0.0,1.0,0.0,51.76767676767677,-51.76767676767677
3683,E. Fournier,203095,Turnaround Jump Shot,1.0,1.0,100.0,39.10629512709983,60.89370487290017
3684,E. Gordon,201569,Alley Oop Layup shot,1.0,2.0,50.0,64.09031610879916,-14.090316108799158
3685,E. Gordon,201569,Cutting Layup Shot,10.0,12.0,83.33333333333334,70.33553076619971,12.997802567133633
3686,E. Gordon,201569,Driving Finger Roll Layup Shot,30.0,41.0,73.17073170731707,62.785599786476254,10.38513192084082
3687,E. Gordon,201569,Driving Floating Bank Jump Shot,13.0,22.0,59.09090909090909,49.67574935067332,9.415159740235772
3688,E. Gordon,201569,Driving Floating Jump Shot,13.0,39.0,33.33333333333333,38.248881327329954,-4.915547993996626
3689,E. Gordon,201569,Driving Hook Shot,3.0,6.0,50.0,36.96562291925158,13.03437708074842
3690,E. Gordon,201569,Driving Layup Shot,58.0,110.0,52.72727272727272,45.01602024096154,7.7112524863111815
3691,E. Gordon,201569,Driving Reverse Layup Shot,3.0,8.0,37.5,55.503298940477,-18.003298940477002
3692,E. Gordon,201569,Fadeaway Bank shot,2.0,2.0,100.0,52.37189825425119,47.62810174574881
3693,E. Gordon,201569,Finger Roll Layup Shot,0.0,1.0,0.0,61.999433106575964,-61.999433106575964
3694,E. Gordon,201569,Floating Jump shot,8.0,14.0,57.14285714285714,40.775771321052716,16.367085821804423
3695,E. Gordon,201569,Hook Shot,2.0,4.0,50.0,45.452274267381924,4.547725732618076
3696,E. Gordon,201569,Jump Bank Shot,0.0,2.0,0.0,50.98262359275575,-50.98262359275575
3697,E. Gordon,201569,Jump Shot,102.0,282.0,36.17021276595745,33.64356279966131,2.526649966296141
3698,E. Gordon,201569,Layup Shot,6.0,13.0,46.15384615384615,50.050333235610644,-3.8964870817644908
3699,E. Gordon,201569,Pullup Jump shot,21.0,57.0,36.84210526315789,36.23884787401714,0.6032573891407509
3700,E. Gordon,201569,Running Dunk Shot,1.0,1.0,100.0,91.51696398565736,8.483036014342645
3701,E. Gordon,201569,Running Finger Roll Layup Shot,4.0,4.0,100.0,76.7796157826837,23.220384217316294
3702,E. Gordon,201569,Running Jump Shot,10.0,29.0,34.48275862068966,35.632052842171824,-1.1492942214821653
3703,E. Gordon,201569,Running Layup Shot,5.0,8.0,62.5,59.5547097295744,2.945290270425602
3704,E. Gordon,201569,Running Pull-Up Jump Shot,6.0,8.0,75.0,36.13965874933622,38.86034125066378
3705,E. Gordon,201569,Running Reverse Layup Shot,1.0,1.0,100.0,66.85028296356421,33.14971703643579
3706,E. Gordon,201569,Step Back Jump shot,7.0,25.0,28.000000000000004,35.079155343934865,-7.079155343934861
3707,E. Gordon,201569,Tip Layup Shot,3.0,4.0,75.0,48.863007269564854,26.136992730435146
3708,E. Gordon,201569,Turnaround Fadeaway shot,0.0,2.0,0.0,34.199880691471094,-34.199880691471094
3709,E. Mobley,1630596,Alley Oop Dunk Shot,34.0,36.0,94.44444444444444,87.98424970972546,6.460194734718982
3710,E. Mobley,1630596,Alley Oop Layup shot,5.0,8.0,62.5,64.09031610879916,-1.5903161087991577
3711,E. Mobley,1630596,Cutting Dunk Shot,78.0,81.0,96.29629629629629,90.09392817477068,6.202368121525609
3712,E. Mobley,1630596,Cutting Finger Roll Layup Shot,7.0,7.0,100.0,79.81783739136681,20.182162608633192
3713,E. Mobley,1630596,Cutting Layup Shot,38.0,50.0,76.0,70.33553076619971,5.66446923380029
3714,E. Mobley,1630596,Driving Bank Hook Shot,1.0,5.0,20.0,51.30692267648789,-31.306922676487893
3715,E. Mobley,1630596,Driving Dunk Shot,7.0,8.0,87.5,78.87124625983606,8.628753740163944
3716,E. Mobley,1630596,Driving Finger Roll Layup Shot,5.0,9.0,55.55555555555556,62.785599786476254,-7.230044230920697
3717,E. Mobley,1630596,Driving Floating Bank Jump Shot,2.0,7.0,28.57142857142857,49.67574935067332,-21.104320779244752
3718,E. Mobley,1630596,Driving Floating Jump Shot,4.0,21.0,19.047619047619047,38.248881327329954,-19.201262279710907
3719,E. Mobley,1630596,Driving Hook Shot,19.0,49.0,38.775510204081634,36.96562291925158,1.8098872848300545
3720,E. Mobley,1630596,Driving Layup Shot,19.0,40.0,47.5,45.01602024096154,2.483979759038462
3721,E. Mobley,1630596,Driving Reverse Dunk Shot,0.0,1.0,0.0,75.0,-75.0
3722,E. Mobley,1630596,Driving Reverse Layup Shot,2.0,2.0,100.0,55.503298940477,44.496701059523
3723,E. Mobley,1630596,Dunk Shot,53.0,55.0,96.36363636363636,84.13380015631027,12.229836207326088
3724,E. Mobley,1630596,Fadeaway Jump Shot,9.0,20.0,45.0,33.9661008403559,11.0338991596441
3725,E. Mobley,1630596,Finger Roll Layup Shot,1.0,2.0,50.0,61.999433106575964,-11.999433106575964
3726,E. Mobley,1630596,Floating Jump shot,12.0,18.0,66.66666666666666,40.775771321052716,25.89089534561394
3727,E. Mobley,1630596,Hook Bank Shot,2.0,5.0,40.0,59.23952165331475,-19.239521653314753
3728,E. Mobley,1630596,Hook Shot,28.0,54.0,51.85185185185185,45.452274267381924,6.399577584469924
3729,E. Mobley,1630596,Jump Bank Shot,0.0,2.0,0.0,50.98262359275575,-50.98262359275575
3730,E. Mobley,1630596,Jump Shot,31.0,132.0,23.484848484848484,33.64356279966131,-10.158714314812826
3731,E. Mobley,1630596,Layup Shot,25.0,59.0,42.3728813559322,50.050333235610644,-7.6774518796784434
3732,E. Mobley,1630596,Pullup Jump shot,19.0,44.0,43.18181818181818,36.23884787401714,6.9429703078010405
3733,E. Mobley,1630596,Putback Dunk Shot,14.0,15.0,93.33333333333333,91.18644081655869,2.146892516774642
3734,E. Mobley,1630596,Putback Layup Shot,11.0,20.0,55.00000000000001,65.41013271254658,-10.410132712546577
3735,E. Mobley,1630596,Reverse Dunk Shot,1.0,1.0,100.0,77.96212121212122,22.037878787878782
3736,E. Mobley,1630596,Reverse Layup Shot,1.0,3.0,33.33333333333333,65.23393086838465,-31.90059753505132
3737,E. Mobley,1630596,Running Alley Oop Dunk Shot,5.0,5.0,100.0,89.52230455297939,10.477695447020608
3738,E. Mobley,1630596,Running Dunk Shot,22.0,22.0,100.0,91.51696398565736,8.483036014342645
3739,E. Mobley,1630596,Running Finger Roll Layup Shot,1.0,1.0,100.0,76.7796157826837,23.220384217316294
3740,E. Mobley,1630596,Running Jump Shot,0.0,1.0,0.0,35.632052842171824,-35.632052842171824
3741,E. Mobley,1630596,Running Layup Shot,6.0,13.0,46.15384615384615,59.5547097295744,-13.400863575728245
3742,E. Mobley,1630596,Running Pull-Up Jump Shot,1.0,2.0,50.0,36.13965874933622,13.86034125066378
3743,E. Mobley,1630596,Step Back Jump shot,1.0,3.0,33.33333333333333,35.079155343934865,-1.745822010601536
3744,E. Mobley,1630596,Tip Dunk Shot,15.0,16.0,93.75,84.33346026647462,9.416539733525383
3745,E. Mobley,1630596,Tip Layup Shot,9.0,20.0,45.0,48.863007269564854,-3.8630072695648536
3746,E. Mobley,1630596,Turnaround Bank Hook Shot,1.0,5.0,20.0,56.57644110275689,-36.57644110275689
3747,E. Mobley,1630596,Turnaround Bank shot,2.0,2.0,100.0,58.83160173160173,41.16839826839827
3748,E. Mobley,1630596,Turnaround Fadeaway Bank Jump Shot,1.0,1.0,100.0,51.76767676767677,48.23232323232323
3749,E. Mobley,1630596,Turnaround Fadeaway shot,18.0,46.0,39.130434782608695,34.199880691471094,4.930554091137601
3750,E. Mobley,1630596,Turnaround Hook Shot,19.0,53.0,35.84905660377358,43.842343892424,-7.993287288650414
3751,E. Mobley,1630596,Turnaround Jump Shot,18.0,51.0,35.294117647058826,39.10629512709983,-3.812177480041001
3752,E. Omoruyi,1630647,Alley Oop Layup shot,1.0,1.0,100.0,64.09031610879916,35.90968389120084
3753,E. Omoruyi,1630647,Cutting Dunk Shot,3.0,4.0,75.0,90.09392817477068,-15.093928174770681
3754,E. Omoruyi,1630647,Cutting Layup Shot,12.0,15.0,80.0,70.33553076619971,9.66446923380029
3755,E. Omoruyi,1630647,Driving Finger Roll Layup Shot,1.0,2.0,50.0,62.785599786476254,-12.785599786476254
3756,E. Omoruyi,1630647,Driving Floating Bank Jump Shot,0.0,1.0,0.0,49.67574935067332,-49.67574935067332
3757,E. Omoruyi,1630647,Driving Floating Jump Shot,2.0,10.0,20.0,38.248881327329954,-18.248881327329954
3758,E. Omoruyi,1630647,Driving Hook Shot,0.0,1.0,0.0,36.96562291925158,-36.96562291925158
3759,E. Omoruyi,1630647,Driving Layup Shot,8.0,16.0,50.0,45.01602024096154,4.983979759038462
3760,E. Omoruyi,1630647,Driving Reverse Layup Shot,2.0,3.0,66.66666666666666,55.503298940477,11.163367726189655
3761,E. Omoruyi,1630647,Dunk Shot,3.0,3.0,100.0,84.13380015631027,15.866199843689728
3762,E. Omoruyi,1630647,Floating Jump shot,2.0,4.0,50.0,40.775771321052716,9.224228678947284
3763,E. Omoruyi,1630647,Hook Shot,1.0,3.0,33.33333333333333,45.452274267381924,-12.118940934048595
3764,E. Omoruyi,1630647,Jump Shot,22.0,82.0,26.82926829268293,33.64356279966131,-6.814294506978381
3765,E. Omoruyi,1630647,Layup Shot,10.0,23.0,43.47826086956522,50.050333235610644,-6.572072366045425
3766,E. Omoruyi,1630647,Pullup Jump shot,3.0,7.0,42.857142857142854,36.23884787401714,6.618294983125715
3767,E. Omoruyi,1630647,Putback Layup Shot,8.0,14.0,57.14285714285714,65.41013271254658,-8.267275569689446
3768,E. Omoruyi,1630647,Reverse Layup Shot,7.0,7.0,100.0,65.23393086838465,34.76606913161535
3769,E. Omoruyi,1630647,Running Dunk Shot,4.0,4.0,100.0,91.51696398565736,8.483036014342645
3770,E. Omoruyi,1630647,Running Jump Shot,0.0,2.0,0.0,35.632052842171824,-35.632052842171824
3771,E. Omoruyi,1630647,Running Layup Shot,6.0,11.0,54.54545454545454,59.5547097295744,-5.0092551841198585
3772,E. Omoruyi,1630647,Running Pull-Up Jump Shot,1.0,2.0,50.0,36.13965874933622,13.86034125066378
3773,E. Omoruyi,1630647,Step Back Jump shot,0.0,1.0,0.0,35.079155343934865,-35.079155343934865
