,player,playerid,subtype,Shots Made,Total Shots,FG%,Average FG%,FG% Difference
5100,J. Christopher,1630528,Driving Finger Roll Layup Shot,15.0,27.0,55.55555555555556,62.785599786476254,-7.230044230920697
5101,J. Christopher,1630528,Driving Floating Bank Jump Shot,1.0,3.0,33.33333333333333,49.67574935067332,-16.342416017339993
5102,J. Christopher,1630528,Driving Floating Jump Shot,8.0,17.0,47.05882352941176,38.248881327329954,8.809942202081807
5103,J. Christopher,1630528,Driving Hook Shot,1.0,3.0,33.33333333333333,36.96562291925158,-3.632289585918251
5104,J. Christopher,1630528,Driving Layup Shot,25.0,48.0,52.083333333333336,45.01602024096154,7.067313092371798
5105,J. Christopher,1630528,Driving Reverse Layup Shot,2.0,2.0,100.0,55.503298940477,44.496701059523
5106,J. Christopher,1630528,Fadeaway Jump Shot,9.0,20.0,45.0,33.9661008403559,11.0338991596441
5107,J. Christopher,1630528,Floating Jump shot,0.0,1.0,0.0,40.775771321052716,-40.775771321052716
5108,J. Christopher,1630528,Jump Bank Shot,0.0,1.0,0.0,50.98262359275575,-50.98262359275575
5109,J. Christopher,1630528,Jump Shot,10.0,58.0,17.24137931034483,33.64356279966131,-16.40218348931648
5110,J. Christopher,1630528,Layup Shot,1.0,7.0,14.285714285714285,50.050333235610644,-35.76461894989636
5111,J. Christopher,1630528,Pullup Jump shot,22.0,44.0,50.0,36.23884787401714,13.76115212598286
5112,J. Christopher,1630528,Putback Dunk Shot,1.0,1.0,100.0,91.18644081655869,8.813559183441313
5113,J. Christopher,1630528,Running Alley Oop Dunk Shot,1.0,1.0,100.0,89.52230455297939,10.477695447020608
5114,J. Christopher,1630528,Running Dunk Shot,15.0,16.0,93.75,91.51696398565736,2.2330360143426446
5115,J. Christopher,1630528,Running Finger Roll Layup Shot,2.0,2.0,100.0,76.7796157826837,23.220384217316294
5116,J. Christopher,1630528,Running Jump Shot,2.0,5.0,40.0,35.632052842171824,4.367947157828176
5117,J. Christopher,1630528,Running Layup Shot,10.0,16.0,62.5,59.5547097295744,2.945290270425602
5118,J. Christopher,1630528,Running Pull-Up Jump Shot,1.0,1.0,100.0,36.13965874933622,63.86034125066378
5119,J. Christopher,1630528,Running Reverse Layup Shot,1.0,1.0,100.0,66.85028296356421,33.14971703643579
5120,J. Christopher,1630528,Step Back Bank Jump Shot,0.0,2.0,0.0,56.89265536723163,-56.89265536723163
5121,J. Christopher,1630528,Step Back Jump shot,7.0,21.0,33.33333333333333,35.079155343934865,-1.745822010601536
5122,J. Christopher,1630528,Tip Layup Shot,2.0,4.0,50.0,48.863007269564854,1.1369927304351464
5123,J. Christopher,1630528,Turnaround Fadeaway shot,6.0,12.0,50.0,34.199880691471094,15.800119308528906
5124,J. Christopher,1630528,Turnaround Jump Shot,2.0,4.0,50.0,39.10629512709983,10.893704872900173
5125,J. Clarkson,203903,Alley Oop Layup shot,0.0,1.0,0.0,64.09031610879916,-64.09031610879916
5126,J. Clarkson,203903,Cutting Dunk Shot,4.0,4.0,100.0,90.09392817477068,9.906071825229319
5127,J. Clarkson,203903,Cutting Layup Shot,4.0,4.0,100.0,70.33553076619971,29.66446923380029
5128,J. Clarkson,203903,Driving Bank Hook Shot,2.0,3.0,66.66666666666666,51.30692267648789,15.359743990178764
5129,J. Clarkson,203903,Driving Dunk Shot,7.0,11.0,63.63636363636363,78.87124625983606,-15.234882623472423
5130,J. Clarkson,203903,Driving Finger Roll Layup Shot,18.0,34.0,52.94117647058824,62.785599786476254,-9.844423315888015
5131,J. Clarkson,203903,Driving Floating Bank Jump Shot,11.0,21.0,52.38095238095239,49.67574935067332,2.7052030302790655
5132,J. Clarkson,203903,Driving Floating Jump Shot,47.0,116.0,40.51724137931034,38.248881327329954,2.2683600519803875
5133,J. Clarkson,203903,Driving Hook Shot,1.0,6.0,16.666666666666664,36.96562291925158,-20.298956252584915
5134,J. Clarkson,203903,Driving Layup Shot,61.0,99.0,61.61616161616161,45.01602024096154,16.600141375200074
5135,J. Clarkson,203903,Driving Reverse Dunk Shot,0.0,1.0,0.0,75.0,-75.0
5136,J. Clarkson,203903,Driving Reverse Layup Shot,6.0,7.0,85.71428571428571,55.503298940477,30.210986773808706
5137,J. Clarkson,203903,Fadeaway Jump Shot,9.0,20.0,45.0,33.9661008403559,11.0338991596441
5138,J. Clarkson,203903,Finger Roll Layup Shot,2.0,4.0,50.0,61.999433106575964,-11.999433106575964
5139,J. Clarkson,203903,Floating Jump shot,31.0,49.0,63.26530612244898,40.775771321052716,22.489534801396267
5140,J. Clarkson,203903,Hook Shot,2.0,2.0,100.0,45.452274267381924,54.547725732618076
5141,J. Clarkson,203903,Jump Shot,88.0,277.0,31.768953068592058,33.64356279966131,-1.8746097310692527
5142,J. Clarkson,203903,Layup Shot,7.0,12.0,58.333333333333336,50.050333235610644,8.283000097722692
5143,J. Clarkson,203903,Pullup Jump shot,70.0,184.0,38.04347826086957,36.23884787401714,1.8046303868524305
5144,J. Clarkson,203903,Putback Layup Shot,10.0,11.0,90.9090909090909,65.41013271254658,25.498958196544322
5145,J. Clarkson,203903,Reverse Layup Shot,0.0,2.0,0.0,65.23393086838465,-65.23393086838465
5146,J. Clarkson,203903,Running Dunk Shot,1.0,1.0,100.0,91.51696398565736,8.483036014342645
5147,J. Clarkson,203903,Running Finger Roll Layup Shot,3.0,3.0,100.0,76.7796157826837,23.220384217316294
5148,J. Clarkson,203903,Running Jump Shot,8.0,13.0,61.53846153846154,35.632052842171824,25.906408696289716
5149,J. Clarkson,203903,Running Layup Shot,7.0,11.0,63.63636363636363,59.5547097295744,4.081653906789235
5150,J. Clarkson,203903,Running Pull-Up Jump Shot,12.0,26.0,46.15384615384615,36.13965874933622,10.014187404509933
5151,J. Clarkson,203903,Running Reverse Layup Shot,2.0,3.0,66.66666666666666,66.85028296356421,-0.18361629689755432
5152,J. Clarkson,203903,Step Back Jump shot,21.0,52.0,40.38461538461539,35.079155343934865,5.305460040680522
5153,J. Clarkson,203903,Tip Layup Shot,8.0,20.0,40.0,48.863007269564854,-8.863007269564854
5154,J. Clarkson,203903,Turnaround Bank shot,2.0,2.0,100.0,58.83160173160173,41.16839826839827
5155,J. Clarkson,203903,Turnaround Fadeaway shot,5.0,9.0,55.55555555555556,34.199880691471094,21.355674864084463
5156,J. Clarkson,203903,Turnaround Hook Shot,3.0,6.0,50.0,43.842343892424,6.157656107576003
5157,J. Clarkson,203903,Turnaround Jump Shot,6.0,17.0,35.294117647058826,39.10629512709983,-3.812177480041001
5158,J. Collins,1628381,Alley Oop Dunk Shot,32.0,35.0,91.42857142857143,87.98424970972546,3.44432171884597
5159,J. Collins,1628381,Alley Oop Layup shot,6.0,8.0,75.0,64.09031610879916,10.909683891200842
5160,J. Collins,1628381,Cutting Dunk Shot,12.0,13.0,92.3076923076923,90.09392817477068,2.213764132921625
5161,J. Collins,1628381,Cutting Finger Roll Layup Shot,2.0,3.0,66.66666666666666,79.81783739136681,-13.151170724700151
5162,J. Collins,1628381,Cutting Layup Shot,16.0,25.0,64.0,70.33553076619971,-6.33553076619971
5163,J. Collins,1628381,Driving Bank Hook Shot,0.0,1.0,0.0,51.30692267648789,-51.30692267648789
5164,J. Collins,1628381,Driving Dunk Shot,4.0,6.0,66.66666666666666,78.87124625983606,-12.204579593169399
5165,J. Collins,1628381,Driving Finger Roll Layup Shot,4.0,5.0,80.0,62.785599786476254,17.214400213523746
5166,J. Collins,1628381,Driving Floating Bank Jump Shot,5.0,6.0,83.33333333333334,49.67574935067332,33.65758398266002
5167,J. Collins,1628381,Driving Floating Jump Shot,8.0,20.0,40.0,38.248881327329954,1.7511186726700458
5168,J. Collins,1628381,Driving Hook Shot,4.0,9.0,44.44444444444444,36.96562291925158,7.478821525192863
5169,J. Collins,1628381,Driving Layup Shot,36.0,61.0,59.01639344262295,45.01602024096154,14.00037320166141
5170,J. Collins,1628381,Driving Reverse Dunk Shot,2.0,2.0,100.0,75.0,25.0
5171,J. Collins,1628381,Driving Reverse Layup Shot,2.0,3.0,66.66666666666666,55.503298940477,11.163367726189655
5172,J. Collins,1628381,Dunk Shot,2.0,2.0,100.0,84.13380015631027,15.866199843689728
5173,J. Collins,1628381,Fadeaway Jump Shot,1.0,2.0,50.0,33.9661008403559,16.0338991596441
5174,J. Collins,1628381,Floating Jump shot,6.0,13.0,46.15384615384615,40.775771321052716,5.378074832793438
5175,J. Collins,1628381,Hook Shot,2.0,7.0,28.57142857142857,45.452274267381924,-16.880845695953354
5176,J. Collins,1628381,Jump Bank Shot,2.0,2.0,100.0,50.98262359275575,49.01737640724425
5177,J. Collins,1628381,Jump Shot,104.0,310.0,33.5483870967742,33.64356279966131,-0.09517570288711141
5178,J. Collins,1628381,Layup Shot,16.0,30.0,53.333333333333336,50.050333235610644,3.2830000977226916
5179,J. Collins,1628381,Pullup Jump shot,10.0,31.0,32.25806451612903,36.23884787401714,-3.9807833578881073
5180,J. Collins,1628381,Putback Layup Shot,9.0,17.0,52.94117647058824,65.41013271254658,-12.468956241958345
5181,J. Collins,1628381,Reverse Dunk Shot,1.0,2.0,50.0,77.96212121212122,-27.962121212121218
5182,J. Collins,1628381,Reverse Layup Shot,3.0,4.0,75.0,65.23393086838465,9.766069131615353
5183,J. Collins,1628381,Running Alley Oop Dunk Shot,5.0,6.0,83.33333333333334,89.52230455297939,-6.188971219646049
5184,J. Collins,1628381,Running Dunk Shot,15.0,15.0,100.0,91.51696398565736,8.483036014342645
5185,J. Collins,1628381,Running Jump Shot,2.0,9.0,22.22222222222222,35.632052842171824,-13.409830619949602
5186,J. Collins,1628381,Running Layup Shot,15.0,24.0,62.5,59.5547097295744,2.945290270425602
5187,J. Collins,1628381,Step Back Jump shot,4.0,6.0,66.66666666666666,35.079155343934865,31.587511322731793
5188,J. Collins,1628381,Tip Dunk Shot,5.0,5.0,100.0,84.33346026647462,15.666539733525383
5189,J. Collins,1628381,Tip Layup Shot,9.0,13.0,69.23076923076923,48.863007269564854,20.367761961204373
5190,J. Collins,1628381,Turnaround Bank shot,2.0,2.0,100.0,58.83160173160173,41.16839826839827
5191,J. Collins,1628381,Turnaround Fadeaway shot,6.0,12.0,50.0,34.199880691471094,15.800119308528906
5192,J. Collins,1628381,Turnaround Hook Shot,11.0,21.0,52.38095238095239,43.842343892424,8.53860848852839
5193,J. Collins,1628381,Turnaround Jump Shot,26.0,45.0,57.77777777777777,39.10629512709983,18.671482650677945
5194,J. Crowder,203109,Cutting Finger Roll Layup Shot,0.0,1.0,0.0,79.81783739136681,-79.81783739136681
5195,J. Crowder,203109,Cutting Layup Shot,4.0,4.0,100.0,70.33553076619971,29.66446923380029
5196,J. Crowder,203109,Driving Floating Jump Shot,5.0,12.0,41.66666666666667,38.248881327329954,3.4177853393367172
5197,J. Crowder,203109,Driving Layup Shot,1.0,1.0,100.0,45.01602024096154,54.98397975903846
5198,J. Crowder,203109,Dunk Shot,1.0,1.0,100.0,84.13380015631027,15.866199843689728
5199,J. Crowder,203109,Fadeaway Jump Shot,0.0,1.0,0.0,33.9661008403559,-33.9661008403559
5200,J. Crowder,203109,Floating Jump shot,2.0,6.0,33.33333333333333,40.775771321052716,-7.442437987719387
5201,J. Crowder,203109,Hook Shot,1.0,1.0,100.0,45.452274267381924,54.547725732618076
5202,J. Crowder,203109,Jump Shot,21.0,49.0,42.857142857142854,33.64356279966131,9.213580057481543
5203,J. Crowder,203109,Layup Shot,1.0,2.0,50.0,50.050333235610644,-0.05033323561064407
5204,J. Crowder,203109,Pullup Jump shot,3.0,10.0,30.0,36.23884787401714,-6.238847874017139
5205,J. Crowder,203109,Putback Layup Shot,1.0,1.0,100.0,65.41013271254658,34.589867287453416
5206,J. Crowder,203109,Running Jump Shot,1.0,6.0,16.666666666666664,35.632052842171824,-18.96538617550516
5207,J. Crowder,203109,Running Layup Shot,1.0,1.0,100.0,59.5547097295744,40.4452902704256
5208,J. Crowder,203109,Running Pull-Up Jump Shot,0.0,1.0,0.0,36.13965874933622,-36.13965874933622
5209,J. Crowder,203109,Step Back Jump shot,2.0,6.0,33.33333333333333,35.079155343934865,-1.745822010601536
5210,J. Crowder,203109,Tip Layup Shot,1.0,1.0,100.0,48.863007269564854,51.136992730435146
5211,J. Crowder,203109,Turnaround Fadeaway shot,2.0,2.0,100.0,34.199880691471094,65.8001193085289
5212,J. Crowder,203109,Turnaround Jump Shot,1.0,1.0,100.0,39.10629512709983,60.89370487290017
5213,J. Culver,1629633,Cutting Dunk Shot,1.0,1.0,100.0,90.09392817477068,9.906071825229319
5214,J. Culver,1629633,Cutting Layup Shot,1.0,1.0,100.0,70.33553076619971,29.66446923380029
5215,J. Culver,1629633,Driving Finger Roll Layup Shot,1.0,1.0,100.0,62.785599786476254,37.214400213523746
5216,J. Culver,1629633,Driving Floating Jump Shot,0.0,1.0,0.0,38.248881327329954,-38.248881327329954
5217,J. Culver,1629633,Driving Layup Shot,2.0,6.0,33.33333333333333,45.01602024096154,-11.68268690762821
5218,J. Culver,1629633,Fadeaway Jump Shot,1.0,1.0,100.0,33.9661008403559,66.03389915964411
5219,J. Culver,1629633,Floating Jump shot,1.0,1.0,100.0,40.775771321052716,59.224228678947284
5220,J. Culver,1629633,Jump Shot,1.0,13.0,7.6923076923076925,33.64356279966131,-25.951255107353617
5221,J. Culver,1629633,Layup Shot,0.0,1.0,0.0,50.050333235610644,-50.050333235610644
5222,J. Culver,1629633,Pullup Jump shot,2.0,4.0,50.0,36.23884787401714,13.76115212598286
5223,J. Culver,1629633,Putback Layup Shot,2.0,4.0,50.0,65.41013271254658,-15.410132712546584
5224,J. Culver,1629633,Running Dunk Shot,1.0,1.0,100.0,91.51696398565736,8.483036014342645
5225,J. Culver,1629633,Running Jump Shot,0.0,1.0,0.0,35.632052842171824,-35.632052842171824
5226,J. Culver,1629633,Running Layup Shot,2.0,3.0,66.66666666666666,59.5547097295744,7.111956937092259
5227,J. Culver,1629633,Tip Layup Shot,2.0,3.0,66.66666666666666,48.863007269564854,17.803659397101804
5228,J. Culver,1629633,Turnaround Fadeaway shot,0.0,1.0,0.0,34.199880691471094,-34.199880691471094
5229,J. Davis,1631098,Cutting Finger Roll Layup Shot,1.0,1.0,100.0,79.81783739136681,20.182162608633192
5230,J. Davis,1631098,Cutting Layup Shot,4.0,6.0,66.66666666666666,70.33553076619971,-3.668864099533053
5231,J. Davis,1631098,Driving Finger Roll Layup Shot,1.0,3.0,33.33333333333333,62.785599786476254,-29.452266453142926
5232,J. Davis,1631098,Driving Floating Bank Jump Shot,2.0,5.0,40.0,49.67574935067332,-9.675749350673321
5233,J. Davis,1631098,Driving Floating Jump Shot,11.0,19.0,57.89473684210527,38.248881327329954,19.645855514775313
5234,J. Davis,1631098,Driving Hook Shot,1.0,1.0,100.0,36.96562291925158,63.03437708074842
5235,J. Davis,1631098,Driving Layup Shot,3.0,7.0,42.857142857142854,45.01602024096154,-2.158877383818684
5236,J. Davis,1631098,Driving Reverse Layup Shot,2.0,3.0,66.66666666666666,55.503298940477,11.163367726189655
5237,J. Davis,1631098,Dunk Shot,1.0,1.0,100.0,84.13380015631027,15.866199843689728
5238,J. Davis,1631098,Fadeaway Jump Shot,0.0,1.0,0.0,33.9661008403559,-33.9661008403559
5239,J. Davis,1631098,Floating Jump shot,1.0,5.0,20.0,40.775771321052716,-20.775771321052716
5240,J. Davis,1631098,Jump Shot,16.0,61.0,26.229508196721312,33.64356279966131,-7.4140546029399985
5241,J. Davis,1631098,Layup Shot,3.0,6.0,50.0,50.050333235610644,-0.05033323561064407
5242,J. Davis,1631098,Pullup Jump shot,9.0,26.0,34.61538461538461,36.23884787401714,-1.6234632586325262
5243,J. Davis,1631098,Putback Layup Shot,0.0,1.0,0.0,65.41013271254658,-65.41013271254658
5244,J. Davis,1631098,Reverse Layup Shot,1.0,1.0,100.0,65.23393086838465,34.76606913161535
5245,J. Davis,1631098,Running Dunk Shot,1.0,1.0,100.0,91.51696398565736,8.483036014342645
5246,J. Davis,1631098,Running Finger Roll Layup Shot,1.0,1.0,100.0,76.7796157826837,23.220384217316294
5247,J. Davis,1631098,Running Jump Shot,2.0,2.0,100.0,35.632052842171824,64.36794715782818
5248,J. Davis,1631098,Running Layup Shot,3.0,5.0,60.0,59.5547097295744,0.4452902704256019
5249,J. Davis,1631098,Running Pull-Up Jump Shot,0.0,3.0,0.0,36.13965874933622,-36.13965874933622
5250,J. Davis,1631098,Running Reverse Layup Shot,2.0,2.0,100.0,66.85028296356421,33.14971703643579
5251,J. Davis,1631098,Step Back Jump shot,0.0,7.0,0.0,35.079155343934865,-35.079155343934865
5252,J. Davis,1631098,Tip Layup Shot,1.0,1.0,100.0,48.863007269564854,51.136992730435146
5253,J. Davis,1631098,Turnaround Fadeaway shot,0.0,1.0,0.0,34.199880691471094,-34.199880691471094
5254,J. Davis,1631098,Turnaround Hook Shot,0.0,1.0,0.0,43.842343892424,-43.842343892424
5255,J. Davison,1631120,Driving Floating Jump Shot,2.0,5.0,40.0,38.248881327329954,1.7511186726700458
5256,J. Davison,1631120,Driving Layup Shot,0.0,1.0,0.0,45.01602024096154,-45.01602024096154
5257,J. Davison,1631120,Floating Jump shot,0.0,1.0,0.0,40.775771321052716,-40.775771321052716
5258,J. Davison,1631120,Jump Bank Shot,1.0,1.0,100.0,50.98262359275575,49.01737640724425
5259,J. Davison,1631120,Jump Shot,2.0,6.0,33.33333333333333,33.64356279966131,-0.3102294663279821
5260,J. Davison,1631120,Pullup Jump shot,1.0,2.0,50.0,36.23884787401714,13.76115212598286
5261,J. Davison,1631120,Putback Layup Shot,1.0,1.0,100.0,65.41013271254658,34.589867287453416
5262,J. Davison,1631120,Running Layup Shot,1.0,2.0,50.0,59.5547097295744,-9.554709729574398
5263,J. Dowtin Jr.,1630288,Cutting Finger Roll Layup Shot,1.0,1.0,100.0,79.81783739136681,20.182162608633192
5264,J. Dowtin Jr.,1630288,Cutting Layup Shot,1.0,2.0,50.0,70.33553076619971,-20.33553076619971
5265,J. Dowtin Jr.,1630288,Driving Finger Roll Layup Shot,3.0,5.0,60.0,62.785599786476254,-2.7855997864762543
5266,J. Dowtin Jr.,1630288,Driving Floating Bank Jump Shot,1.0,1.0,100.0,49.67574935067332,50.32425064932668
5267,J. Dowtin Jr.,1630288,Driving Floating Jump Shot,1.0,5.0,20.0,38.248881327329954,-18.248881327329954
5268,J. Dowtin Jr.,1630288,Driving Layup Shot,2.0,4.0,50.0,45.01602024096154,4.983979759038462
5269,J. Dowtin Jr.,1630288,Fadeaway Jump Shot,1.0,3.0,33.33333333333333,33.9661008403559,-0.6327675070225709
5270,J. Dowtin Jr.,1630288,Floating Jump shot,0.0,1.0,0.0,40.775771321052716,-40.775771321052716
5271,J. Dowtin Jr.,1630288,Jump Shot,4.0,12.0,33.33333333333333,33.64356279966131,-0.3102294663279821
5272,J. Dowtin Jr.,1630288,Pullup Jump shot,6.0,12.0,50.0,36.23884787401714,13.76115212598286
5273,J. Dowtin Jr.,1630288,Reverse Layup Shot,1.0,1.0,100.0,65.23393086838465,34.76606913161535
5274,J. Dowtin Jr.,1630288,Running Dunk Shot,2.0,2.0,100.0,91.51696398565736,8.483036014342645
5275,J. Dowtin Jr.,1630288,Running Finger Roll Layup Shot,2.0,2.0,100.0,76.7796157826837,23.220384217316294
5276,J. Dowtin Jr.,1630288,Running Jump Shot,0.0,1.0,0.0,35.632052842171824,-35.632052842171824
5277,J. Dowtin Jr.,1630288,Running Layup Shot,0.0,2.0,0.0,59.5547097295744,-59.5547097295744
5278,J. Dowtin Jr.,1630288,Step Back Jump shot,0.0,3.0,0.0,35.079155343934865,-35.079155343934865
5279,J. Duren,1631105,Alley Oop Dunk Shot,18.0,19.0,94.73684210526315,87.98424970972546,6.75259239553769
5280,J. Duren,1631105,Alley Oop Layup shot,3.0,8.0,37.5,64.09031610879916,-26.590316108799158
5281,J. Duren,1631105,Cutting Dunk Shot,34.0,35.0,97.14285714285714,90.09392817477068,7.048928968086457
5282,J. Duren,1631105,Cutting Layup Shot,15.0,27.0,55.55555555555556,70.33553076619971,-14.779975210644153
5283,J. Duren,1631105,Driving Dunk Shot,2.0,2.0,100.0,78.87124625983606,21.128753740163944
5284,J. Duren,1631105,Driving Floating Jump Shot,1.0,2.0,50.0,38.248881327329954,11.751118672670046
5285,J. Duren,1631105,Driving Hook Shot,3.0,4.0,75.0,36.96562291925158,38.03437708074842
5286,J. Duren,1631105,Driving Layup Shot,4.0,5.0,80.0,45.01602024096154,34.98397975903846
5287,J. Duren,1631105,Driving Reverse Layup Shot,1.0,1.0,100.0,55.503298940477,44.496701059523
5288,J. Duren,1631105,Dunk Shot,39.0,45.0,86.66666666666667,84.13380015631027,2.532866510356399
5289,J. Duren,1631105,Fadeaway Jump Shot,1.0,5.0,20.0,33.9661008403559,-13.9661008403559
5290,J. Duren,1631105,Floating Jump shot,4.0,12.0,33.33333333333333,40.775771321052716,-7.442437987719387
5291,J. Duren,1631105,Hook Bank Shot,1.0,1.0,100.0,59.23952165331475,40.76047834668525
5292,J. Duren,1631105,Hook Shot,12.0,24.0,50.0,45.452274267381924,4.547725732618076
5293,J. Duren,1631105,Jump Shot,4.0,8.0,50.0,33.64356279966131,16.35643720033869
5294,J. Duren,1631105,Layup Shot,25.0,55.0,45.45454545454545,50.050333235610644,-4.595787781065191
5295,J. Duren,1631105,Pullup Jump shot,0.0,3.0,0.0,36.23884787401714,-36.23884787401714
5296,J. Duren,1631105,Putback Dunk Shot,29.0,31.0,93.54838709677419,91.18644081655869,2.3619462802155056
5297,J. Duren,1631105,Putback Layup Shot,9.0,21.0,42.857142857142854,65.41013271254658,-22.55298985540373
5298,J. Duren,1631105,Reverse Layup Shot,6.0,8.0,75.0,65.23393086838465,9.766069131615353
5299,J. Duren,1631105,Running Alley Oop Dunk Shot,6.0,6.0,100.0,89.52230455297939,10.477695447020608
5300,J. Duren,1631105,Running Alley Oop Layup Shot,0.0,2.0,0.0,74.22118380062305,-74.22118380062305
5301,J. Duren,1631105,Running Dunk Shot,10.0,10.0,100.0,91.51696398565736,8.483036014342645
5302,J. Duren,1631105,Running Layup Shot,1.0,2.0,50.0,59.5547097295744,-9.554709729574398
5303,J. Duren,1631105,Running Reverse Layup Shot,0.0,1.0,0.0,66.85028296356421,-66.85028296356421
5304,J. Duren,1631105,Tip Dunk Shot,15.0,16.0,93.75,84.33346026647462,9.416539733525383
5305,J. Duren,1631105,Tip Layup Shot,9.0,21.0,42.857142857142854,48.863007269564854,-6.0058644124219995
5306,J. Duren,1631105,Turnaround Bank Hook Shot,0.0,1.0,0.0,56.57644110275689,-56.57644110275689
5307,J. Duren,1631105,Turnaround Fadeaway Bank Jump Shot,0.0,1.0,0.0,51.76767676767677,-51.76767676767677
5308,J. Duren,1631105,Turnaround Fadeaway shot,2.0,6.0,33.33333333333333,34.199880691471094,-0.8665473581377654
5309,J. Duren,1631105,Turnaround Hook Shot,3.0,11.0,27.27272727272727,43.842343892424,-16.569616619696728
5310,J. Duren,1631105,Turnaround Jump Shot,1.0,5.0,20.0,39.10629512709983,-19.106295127099827
5311,J. Embiid,203954,Alley Oop Dunk Shot,6.0,6.0,100.0,87.98424970972546,12.01575029027454
5312,J. Embiid,203954,Alley Oop Layup shot,1.0,1.0,100.0,64.09031610879916,35.90968389120084
5313,J. Embiid,203954,Cutting Dunk Shot,15.0,16.0,93.75,90.09392817477068,3.6560718252293185
5314,J. Embiid,203954,Cutting Finger Roll Layup Shot,11.0,12.0,91.66666666666666,79.81783739136681,11.848829275299849
5315,J. Embiid,203954,Cutting Layup Shot,29.0,40.0,72.5,70.33553076619971,2.1644692338002898
5316,J. Embiid,203954,Driving Bank Hook Shot,1.0,2.0,50.0,51.30692267648789,-1.3069226764878934
5317,J. Embiid,203954,Driving Dunk Shot,28.0,36.0,77.77777777777779,78.87124625983606,-1.0934684820582703
5318,J. Embiid,203954,Driving Finger Roll Layup Shot,27.0,35.0,77.14285714285715,62.785599786476254,14.357257356380899
5319,J. Embiid,203954,Driving Floating Bank Jump Shot,5.0,8.0,62.5,49.67574935067332,12.824250649326679
5320,J. Embiid,203954,Driving Floating Jump Shot,7.0,25.0,28.000000000000004,38.248881327329954,-10.24888132732995
5321,J. Embiid,203954,Driving Hook Shot,2.0,5.0,40.0,36.96562291925158,3.0343770807484205
5322,J. Embiid,203954,Driving Layup Shot,95.0,152.0,62.5,45.01602024096154,17.483979759038462
5323,J. Embiid,203954,Driving Reverse Dunk Shot,1.0,1.0,100.0,75.0,25.0
5324,J. Embiid,203954,Driving Reverse Layup Shot,7.0,10.0,70.0,55.503298940477,14.496701059522998
5325,J. Embiid,203954,Dunk Shot,10.0,11.0,90.9090909090909,84.13380015631027,6.775290752780634
5326,J. Embiid,203954,Fadeaway Bank shot,0.0,1.0,0.0,52.37189825425119,-52.37189825425119
5327,J. Embiid,203954,Fadeaway Jump Shot,46.0,100.0,46.0,33.9661008403559,12.0338991596441
5328,J. Embiid,203954,Finger Roll Layup Shot,6.0,6.0,100.0,61.999433106575964,38.000566893424036
5329,J. Embiid,203954,Floating Jump shot,5.0,7.0,71.42857142857143,40.775771321052716,30.652800107518715
5330,J. Embiid,203954,Hook Shot,6.0,9.0,66.66666666666666,45.452274267381924,21.214392399284733
5331,J. Embiid,203954,Jump Bank Shot,3.0,7.0,42.857142857142854,50.98262359275575,-8.125480735612896
5332,J. Embiid,203954,Jump Shot,151.0,330.0,45.75757575757576,33.64356279966131,12.114012957914447
5333,J. Embiid,203954,Layup Shot,40.0,71.0,56.33802816901409,50.050333235610644,6.2876949334034435
5334,J. Embiid,203954,Pullup Jump shot,111.0,242.0,45.867768595041326,36.23884787401714,9.628920721024187
5335,J. Embiid,203954,Putback Dunk Shot,2.0,2.0,100.0,91.18644081655869,8.813559183441313
5336,J. Embiid,203954,Putback Layup Shot,21.0,23.0,91.30434782608695,65.41013271254658,25.89421511354037
5337,J. Embiid,203954,Reverse Layup Shot,2.0,2.0,100.0,65.23393086838465,34.76606913161535
5338,J. Embiid,203954,Running Alley Oop Dunk Shot,1.0,2.0,50.0,89.52230455297939,-39.52230455297939
5339,J. Embiid,203954,Running Alley Oop Layup Shot,2.0,2.0,100.0,74.22118380062305,25.778816199376948
5340,J. Embiid,203954,Running Dunk Shot,14.0,14.0,100.0,91.51696398565736,8.483036014342645
5341,J. Embiid,203954,Running Finger Roll Layup Shot,4.0,6.0,66.66666666666666,76.7796157826837,-10.112949116017049
5342,J. Embiid,203954,Running Jump Shot,2.0,6.0,33.33333333333333,35.632052842171824,-2.298719508838495
5343,J. Embiid,203954,Running Layup Shot,24.0,29.0,82.75862068965517,59.5547097295744,23.203910960080776
5344,J. Embiid,203954,Running Pull-Up Jump Shot,2.0,5.0,40.0,36.13965874933622,3.8603412506637795
5345,J. Embiid,203954,Running Reverse Layup Shot,3.0,3.0,100.0,66.85028296356421,33.14971703643579
5346,J. Embiid,203954,Step Back Bank Jump Shot,1.0,1.0,100.0,56.89265536723163,43.10734463276837
5347,J. Embiid,203954,Step Back Jump shot,25.0,72.0,34.72222222222222,35.079155343934865,-0.35693312171264324
5348,J. Embiid,203954,Tip Dunk Shot,2.0,3.0,66.66666666666666,84.33346026647462,-17.66679359980796
5349,J. Embiid,203954,Tip Layup Shot,13.0,27.0,48.148148148148145,48.863007269564854,-0.7148591214167084
5350,J. Embiid,203954,Turnaround Bank Hook Shot,0.0,2.0,0.0,56.57644110275689,-56.57644110275689
5351,J. Embiid,203954,Turnaround Bank shot,2.0,3.0,66.66666666666666,58.83160173160173,7.835064935064928
5352,J. Embiid,203954,Turnaround Fadeaway shot,28.0,69.0,40.57971014492754,34.199880691471094,6.379829453456445
5353,J. Embiid,203954,Turnaround Hook Shot,10.0,20.0,50.0,43.842343892424,6.157656107576003
