player,playerid,subtype,Shots Made,Total Shots,FG%
B. Brown,1628971,Running Reverse Layup Shot,3.0,7.0,42.857142857142854
B. Brown,1628971,Step Back Jump shot,3.0,7.0,42.857142857142854
B. Brown,1628971,Tip Dunk Shot,1.0,3.0,33.33333333333333
B. Brown,1628971,Tip Layup Shot,5.0,8.0,62.5
B. Brown,1628971,Turnaround Fadeaway shot,1.0,1.0,100.0
B. Brown,1628971,Turnaround Hook Shot,2.0,3.0,66.66666666666666
B. Brown,1628971,Turnaround Jump Shot,5.0,6.0,83.33333333333334
B. Clarke,1629634,Alley Oop Dunk Shot,21.0,22.0,95.45454545454545
B. Clarke,1629634,Alley Oop Layup shot,15.0,21.0,71.42857142857143
B. Clarke,1629634,Cutting Dunk Shot,16.0,16.0,100.0
B. Clarke,1629634,Cutting Finger Roll Layup Shot,6.0,6.0,100.0
B. Clarke,1629634,Cutting Layup Shot,25.0,32.0,78.125
B. Clarke,1629634,Driving Dunk Shot,3.0,3.0,100.0
B. Clarke,1629634,Driving Finger Roll Layup Shot,1.0,1.0,100.0
B. Clarke,1629634,Driving Floating Bank Jump Shot,1.0,1.0,100.0
B. Clarke,1629634,Driving Floating Jump Shot,3.0,8.0,37.5
B. Clarke,1629634,Driving Layup Shot,4.0,5.0,80.0
B. Clarke,1629634,Driving Reverse Layup Shot,1.0,1.0,100.0
B. Clarke,1629634,Finger Roll Layup Shot,1.0,1.0,100.0
B. Clarke,1629634,Floating Jump shot,34.0,57.0,59.64912280701754
B. Clarke,1629634,Hook Shot,2.0,4.0,50.0
B. Clarke,1629634,Jump Bank Shot,0.0,1.0,0.0
B. Clarke,1629634,Jump Shot,15.0,28.0,53.57142857142857
B. Clarke,1629634,Layup Shot,8.0,19.0,42.10526315789473
B. Clarke,1629634,Pullup Jump shot,2.0,6.0,33.33333333333333
B. Clarke,1629634,Putback Dunk Shot,3.0,3.0,100.0
B. Clarke,1629634,Putback Layup Shot,10.0,19.0,52.63157894736842
B. Clarke,1629634,Reverse Layup Shot,2.0,2.0,100.0
B. Clarke,1629634,Running Alley Oop Dunk Shot,1.0,2.0,50.0
B. Clarke,1629634,Running Alley Oop Layup Shot,3.0,3.0,100.0
B. Clarke,1629634,Running Dunk Shot,4.0,5.0,80.0
B. Clarke,1629634,Running Finger Roll Layup Shot,6.0,7.0,85.71428571428571
B. Clarke,1629634,Running Layup Shot,8.0,11.0,72.72727272727273
B. Clarke,1629634,Tip Dunk Shot,4.0,4.0,100.0
B. Clarke,1629634,Tip Layup Shot,19.0,29.0,65.51724137931035
B. Clarke,1629634,Turnaround Bank shot,2.0,2.0,100.0
B. Clarke,1629634,Turnaround Fadeaway shot,0.0,1.0,0.0
B. Clarke,1629634,Turnaround Hook Shot,3.0,9.0,33.33333333333333
B. Clarke,1629634,Turnaround Jump Shot,6.0,20.0,30.0
B. Fernando,1628981,Alley Oop Dunk Shot,7.0,7.0,100.0
B. Fernando,1628981,Alley Oop Layup shot,3.0,3.0,100.0
B. Fernando,1628981,Cutting Dunk Shot,9.0,11.0,81.81818181818183
B. Fernando,1628981,Cutting Finger Roll Layup Shot,0.0,1.0,0.0
B. Fernando,1628981,Cutting Layup Shot,2.0,4.0,50.0
B. Fernando,1628981,Driving Dunk Shot,1.0,3.0,33.33333333333333
B. Fernando,1628981,Driving Floating Bank Jump Shot,1.0,2.0,50.0
B. Fernando,1628981,Driving Floating Jump Shot,1.0,2.0,50.0
B. Fernando,1628981,Driving Hook Shot,1.0,1.0,100.0
B. Fernando,1628981,Driving Layup Shot,2.0,8.0,25.0
B. Fernando,1628981,Driving Reverse Layup Shot,0.0,2.0,0.0
B. Fernando,1628981,Dunk Shot,5.0,6.0,83.33333333333334
B. Fernando,1628981,Floating Jump shot,1.0,3.0,33.33333333333333
B. Fernando,1628981,Hook Shot,2.0,6.0,33.33333333333333
B. Fernando,1628981,Jump Shot,0.0,4.0,0.0
B. Fernando,1628981,Layup Shot,1.0,10.0,10.0
B. Fernando,1628981,Pullup Jump shot,1.0,2.0,50.0
B. Fernando,1628981,Putback Dunk Shot,4.0,4.0,100.0
B. Fernando,1628981,Putback Layup Shot,6.0,8.0,75.0
B. Fernando,1628981,Running Alley Oop Dunk Shot,2.0,2.0,100.0
B. Fernando,1628981,Running Dunk Shot,1.0,1.0,100.0
B. Fernando,1628981,Running Layup Shot,0.0,1.0,0.0
B. Fernando,1628981,Tip Layup Shot,7.0,14.0,50.0
B. Fernando,1628981,Turnaround Fadeaway shot,0.0,1.0,0.0
B. Fernando,1628981,Turnaround Hook Shot,2.0,6.0,33.33333333333333
B. Forbes,1627854,Driving Finger Roll Layup Shot,2.0,4.0,50.0
B. Forbes,1627854,Driving Floating Bank Jump Shot,1.0,1.0,100.0
B. Forbes,1627854,Driving Floating Jump Shot,5.0,14.0,35.714285714285715
B. Forbes,1627854,Driving Layup Shot,1.0,2.0,50.0
B. Forbes,1627854,Jump Shot,13.0,37.0,35.13513513513514
B. Forbes,1627854,Pullup Jump shot,7.0,20.0,35.0
B. Forbes,1627854,Running Jump Shot,0.0,1.0,0.0
B. Forbes,1627854,Running Pull-Up Jump Shot,1.0,2.0,50.0
B. Forbes,1627854,Step Back Jump shot,0.0,1.0,0.0
B. Forbes,1627854,Turnaround Jump Shot,0.0,1.0,0.0
B. Griffin,201933,Alley Oop Dunk Shot,1.0,1.0,100.0
B. Griffin,201933,Cutting Dunk Shot,3.0,3.0,100.0
B. Griffin,201933,Cutting Finger Roll Layup Shot,1.0,1.0,100.0
B. Griffin,201933,Cutting Layup Shot,15.0,19.0,78.94736842105263
B. Griffin,201933,Driving Dunk Shot,2.0,2.0,100.0
B. Griffin,201933,Driving Floating Bank Jump Shot,1.0,1.0,100.0
B. Griffin,201933,Driving Layup Shot,0.0,5.0,0.0
B. Griffin,201933,Fadeaway Jump Shot,0.0,2.0,0.0
B. Griffin,201933,Hook Shot,0.0,2.0,0.0
B. Griffin,201933,Jump Shot,22.0,61.0,36.0655737704918
B. Griffin,201933,Layup Shot,5.0,9.0,55.55555555555556
B. Griffin,201933,Pullup Jump shot,1.0,3.0,33.33333333333333
B. Griffin,201933,Putback Layup Shot,1.0,2.0,50.0
B. Griffin,201933,Reverse Layup Shot,0.0,1.0,0.0
B. Griffin,201933,Running Dunk Shot,1.0,1.0,100.0
B. Griffin,201933,Running Layup Shot,2.0,2.0,100.0
B. Griffin,201933,Step Back Jump shot,0.0,3.0,0.0
B. Griffin,201933,Tip Dunk Shot,1.0,1.0,100.0
B. Griffin,201933,Tip Layup Shot,4.0,9.0,44.44444444444444
B. Griffin,201933,Turnaround Fadeaway shot,1.0,1.0,100.0
B. Griffin,201933,Turnaround Hook Shot,2.0,2.0,100.0
B. Hield,1627741,Cutting Dunk Shot,1.0,1.0,100.0
B. Hield,1627741,Cutting Finger Roll Layup Shot,4.0,4.0,100.0
B. Hield,1627741,Cutting Layup Shot,9.0,12.0,75.0
B. Hield,1627741,Driving Dunk Shot,2.0,2.0,100.0
B. Hield,1627741,Driving Finger Roll Layup Shot,47.0,77.0,61.038961038961034
B. Hield,1627741,Driving Floating Bank Jump Shot,2.0,3.0,66.66666666666666
B. Hield,1627741,Driving Floating Jump Shot,1.0,9.0,11.11111111111111
B. Hield,1627741,Driving Layup Shot,23.0,54.0,42.592592592592595
B. Hield,1627741,Driving Reverse Layup Shot,2.0,4.0,50.0
B. Hield,1627741,Fadeaway Bank shot,0.0,1.0,0.0
B. Hield,1627741,Fadeaway Jump Shot,9.0,12.0,75.0
B. Hield,1627741,Floating Jump shot,1.0,4.0,25.0
B. Hield,1627741,Jump Bank Shot,1.0,2.0,50.0
B. Hield,1627741,Jump Shot,161.0,407.0,39.55773955773956
B. Hield,1627741,Layup Shot,2.0,7.0,28.57142857142857
B. Hield,1627741,Pullup Jump shot,65.0,169.0,38.46153846153847
B. Hield,1627741,Putback Layup Shot,3.0,4.0,75.0
B. Hield,1627741,Running Dunk Shot,8.0,8.0,100.0
B. Hield,1627741,Running Finger Roll Layup Shot,8.0,13.0,61.53846153846154
B. Hield,1627741,Running Jump Shot,47.0,98.0,47.95918367346938
B. Hield,1627741,Running Layup Shot,18.0,32.0,56.25
B. Hield,1627741,Running Pull-Up Jump Shot,14.0,37.0,37.83783783783784
B. Hield,1627741,Running Reverse Layup Shot,1.0,1.0,100.0
B. Hield,1627741,Step Back Bank Jump Shot,0.0,1.0,0.0
B. Hield,1627741,Step Back Jump shot,32.0,53.0,60.37735849056604
B. Hield,1627741,Tip Dunk Shot,1.0,1.0,100.0
B. Hield,1627741,Tip Layup Shot,5.0,9.0,55.55555555555556
B. Hield,1627741,Turnaround Fadeaway Bank Jump Shot,1.0,1.0,100.0
B. Hield,1627741,Turnaround Fadeaway shot,5.0,9.0,55.55555555555556
B. Hield,1627741,Turnaround Jump Shot,2.0,3.0,66.66666666666666
B. Hyland,1630538,Cutting Dunk Shot,2.0,2.0,100.0
B. Hyland,1630538,Cutting Finger Roll Layup Shot,1.0,1.0,100.0
B. Hyland,1630538,Cutting Layup Shot,8.0,9.0,88.88888888888889
B. Hyland,1630538,Driving Bank Hook Shot,0.0,1.0,0.0
B. Hyland,1630538,Driving Dunk Shot,0.0,1.0,0.0
B. Hyland,1630538,Driving Finger Roll Layup Shot,16.0,27.0,59.25925925925925
B. Hyland,1630538,Driving Floating Bank Jump Shot,2.0,8.0,25.0
B. Hyland,1630538,Driving Floating Jump Shot,11.0,48.0,22.916666666666664
B. Hyland,1630538,Driving Hook Shot,0.0,1.0,0.0
B. Hyland,1630538,Driving Layup Shot,18.0,44.0,40.909090909090914
B. Hyland,1630538,Driving Reverse Layup Shot,5.0,11.0,45.45454545454545
B. Hyland,1630538,Fadeaway Jump Shot,1.0,10.0,10.0
B. Hyland,1630538,Finger Roll Layup Shot,0.0,1.0,0.0
B. Hyland,1630538,Floating Jump shot,1.0,12.0,8.333333333333332
B. Hyland,1630538,Jump Bank Shot,1.0,1.0,100.0
B. Hyland,1630538,Jump Shot,67.0,182.0,36.81318681318682
B. Hyland,1630538,Layup Shot,2.0,5.0,40.0
B. Hyland,1630538,Pullup Jump shot,32.0,97.0,32.98969072164948
B. Hyland,1630538,Putback Layup Shot,1.0,2.0,50.0
B. Hyland,1630538,Reverse Layup Shot,1.0,1.0,100.0
B. Hyland,1630538,Running Dunk Shot,2.0,2.0,100.0
B. Hyland,1630538,Running Finger Roll Layup Shot,7.0,8.0,87.5
B. Hyland,1630538,Running Jump Shot,3.0,13.0,23.076923076923077
B. Hyland,1630538,Running Layup Shot,14.0,27.0,51.85185185185185
B. Hyland,1630538,Running Pull-Up Jump Shot,4.0,14.0,28.57142857142857
B. Hyland,1630538,Running Reverse Layup Shot,1.0,1.0,100.0
B. Hyland,1630538,Step Back Jump shot,35.0,73.0,47.94520547945205
B. Hyland,1630538,Tip Layup Shot,2.0,3.0,66.66666666666666
B. Hyland,1630538,Turnaround Fadeaway shot,1.0,2.0,50.0
B. Hyland,1630538,Turnaround Hook Shot,1.0,1.0,100.0
B. Hyland,1630538,Turnaround Jump Shot,4.0,7.0,57.14285714285714
B. Ingram,1627742,Alley Oop Dunk Shot,2.0,2.0,100.0
B. Ingram,1627742,Cutting Dunk Shot,5.0,5.0,100.0
B. Ingram,1627742,Cutting Layup Shot,5.0,6.0,83.33333333333334
B. Ingram,1627742,Driving Dunk Shot,11.0,13.0,84.61538461538461
B. Ingram,1627742,Driving Finger Roll Layup Shot,26.0,39.0,66.66666666666666
B. Ingram,1627742,Driving Floating Bank Jump Shot,6.0,8.0,75.0
B. Ingram,1627742,Driving Floating Jump Shot,19.0,44.0,43.18181818181818
B. Ingram,1627742,Driving Hook Shot,1.0,1.0,100.0
B. Ingram,1627742,Driving Layup Shot,36.0,75.0,48.0
B. Ingram,1627742,Driving Reverse Layup Shot,1.0,3.0,33.33333333333333
B. Ingram,1627742,Dunk Shot,2.0,2.0,100.0
B. Ingram,1627742,Fadeaway Jump Shot,24.0,51.0,47.05882352941176
B. Ingram,1627742,Finger Roll Layup Shot,1.0,1.0,100.0
B. Ingram,1627742,Floating Jump shot,1.0,2.0,50.0
B. Ingram,1627742,Jump Shot,65.0,154.0,42.2077922077922
B. Ingram,1627742,Layup Shot,1.0,3.0,33.33333333333333
B. Ingram,1627742,Pullup Jump shot,112.0,272.0,41.17647058823529
B. Ingram,1627742,Putback Dunk Shot,1.0,1.0,100.0
B. Ingram,1627742,Putback Layup Shot,1.0,2.0,50.0
B. Ingram,1627742,Reverse Layup Shot,2.0,2.0,100.0
B. Ingram,1627742,Running Alley Oop Dunk Shot,2.0,2.0,100.0
B. Ingram,1627742,Running Dunk Shot,4.0,5.0,80.0
B. Ingram,1627742,Running Finger Roll Layup Shot,4.0,6.0,66.66666666666666
B. Ingram,1627742,Running Jump Shot,1.0,5.0,20.0
B. Ingram,1627742,Running Layup Shot,7.0,13.0,53.84615384615385
B. Ingram,1627742,Running Pull-Up Jump Shot,11.0,21.0,52.38095238095239
B. Ingram,1627742,Running Reverse Layup Shot,2.0,2.0,100.0
B. Ingram,1627742,Step Back Jump shot,14.0,27.0,51.85185185185185
B. Ingram,1627742,Tip Layup Shot,4.0,7.0,57.14285714285714
B. Ingram,1627742,Turnaround Bank shot,0.0,1.0,0.0
B. Ingram,1627742,Turnaround Fadeaway shot,30.0,56.0,53.57142857142857
B. Ingram,1627742,Turnaround Jump Shot,13.0,23.0,56.52173913043478
B. Key,1630296,Pullup Jump shot,1.0,1.0,100.0
B. Lopez,201572,Alley Oop Dunk Shot,27.0,28.0,96.42857142857143
B. Lopez,201572,Alley Oop Layup shot,16.0,25.0,64.0
B. Lopez,201572,Cutting Dunk Shot,24.0,26.0,92.3076923076923
B. Lopez,201572,Cutting Finger Roll Layup Shot,3.0,3.0,100.0
B. Lopez,201572,Cutting Layup Shot,41.0,53.0,77.35849056603774
B. Lopez,201572,Driving Dunk Shot,1.0,2.0,50.0
B. Lopez,201572,Driving Finger Roll Layup Shot,7.0,8.0,87.5
B. Lopez,201572,Driving Floating Bank Jump Shot,2.0,4.0,50.0
B. Lopez,201572,Driving Floating Jump Shot,13.0,23.0,56.52173913043478
B. Lopez,201572,Driving Hook Shot,4.0,6.0,66.66666666666666
B. Lopez,201572,Driving Layup Shot,14.0,26.0,53.84615384615385
B. Lopez,201572,Driving Reverse Dunk Shot,2.0,2.0,100.0
B. Lopez,201572,Driving Reverse Layup Shot,2.0,2.0,100.0
B. Lopez,201572,Dunk Shot,10.0,11.0,90.9090909090909
B. Lopez,201572,Fadeaway Jump Shot,4.0,23.0,17.391304347826086
B. Lopez,201572,Finger Roll Layup Shot,1.0,1.0,100.0
B. Lopez,201572,Floating Jump shot,26.0,46.0,56.52173913043478
B. Lopez,201572,Hook Bank Shot,0.0,1.0,0.0
B. Lopez,201572,Hook Shot,17.0,26.0,65.38461538461539
B. Lopez,201572,Jump Bank Shot,2.0,4.0,50.0
B. Lopez,201572,Jump Shot,148.0,383.0,38.642297650130544
B. Lopez,201572,Layup Shot,30.0,48.0,62.5
B. Lopez,201572,Pullup Jump shot,6.0,14.0,42.857142857142854
B. Lopez,201572,Putback Dunk Shot,6.0,8.0,75.0
B. Lopez,201572,Putback Layup Shot,13.0,17.0,76.47058823529412
B. Lopez,201572,Reverse Dunk Shot,1.0,1.0,100.0
B. Lopez,201572,Reverse Layup Shot,1.0,3.0,33.33333333333333
B. Lopez,201572,Running Alley Oop Dunk Shot,1.0,1.0,100.0
B. Lopez,201572,Running Dunk Shot,1.0,1.0,100.0
B. Lopez,201572,Running Jump Shot,6.0,18.0,33.33333333333333
B. Lopez,201572,Running Layup Shot,3.0,3.0,100.0
B. Lopez,201572,Running Pull-Up Jump Shot,0.0,1.0,0.0
B. Lopez,201572,Step Back Bank Jump Shot,0.0,1.0,0.0
B. Lopez,201572,Step Back Jump shot,9.0,13.0,69.23076923076923
B. Lopez,201572,Tip Dunk Shot,6.0,6.0,100.0
B. Lopez,201572,Tip Layup Shot,30.0,55.0,54.54545454545454
B. Lopez,201572,Turnaround Bank Hook Shot,1.0,1.0,100.0
B. Lopez,201572,Turnaround Fadeaway shot,12.0,29.0,41.37931034482759
B. Lopez,201572,Turnaround Hook Shot,17.0,25.0,68.0
B. Lopez,201572,Turnaround Jump Shot,9.0,18.0,50.0
B. Marjanovic,1626246,Cutting Dunk Shot,2.0,2.0,100.0
B. Marjanovic,1626246,Driving Finger Roll Layup Shot,1.0,1.0,100.0
B. Marjanovic,1626246,Driving Floating Jump Shot,1.0,1.0,100.0
B. Marjanovic,1626246,Driving Hook Shot,1.0,1.0,100.0
B. Marjanovic,1626246,Driving Layup Shot,1.0,1.0,100.0
B. Marjanovic,1626246,Dunk Shot,2.0,2.0,100.0
B. Marjanovic,1626246,Finger Roll Layup Shot,0.0,1.0,0.0
B. Marjanovic,1626246,Floating Jump shot,2.0,4.0,50.0
B. Marjanovic,1626246,Hook Bank Shot,1.0,1.0,100.0
B. Marjanovic,1626246,Hook Shot,1.0,1.0,100.0
B. Marjanovic,1626246,Jump Shot,0.0,1.0,0.0
B. Marjanovic,1626246,Layup Shot,6.0,11.0,54.54545454545454
B. Marjanovic,1626246,Putback Dunk Shot,2.0,2.0,100.0
B. Marjanovic,1626246,Putback Layup Shot,8.0,8.0,100.0
B. Marjanovic,1626246,Tip Layup Shot,1.0,2.0,50.0
B. Marjanovic,1626246,Turnaround Bank shot,0.0,1.0,0.0
B. Marjanovic,1626246,Turnaround Fadeaway shot,1.0,2.0,50.0
B. Marjanovic,1626246,Turnaround Hook Shot,6.0,9.0,66.66666666666666
B. Marjanovic,1626246,Turnaround Jump Shot,5.0,9.0,55.55555555555556
B. Mathurin,1631097,Alley Oop Dunk Shot,1.0,1.0,100.0
B. Mathurin,1631097,Alley Oop Layup shot,1.0,1.0,100.0
B. Mathurin,1631097,Cutting Dunk Shot,8.0,8.0,100.0
B. Mathurin,1631097,Cutting Finger Roll Layup Shot,4.0,6.0,66.66666666666666
B. Mathurin,1631097,Cutting Layup Shot,12.0,22.0,54.54545454545454
B. Mathurin,1631097,Driving Bank Hook Shot,0.0,3.0,0.0
B. Mathurin,1631097,Driving Dunk Shot,7.0,10.0,70.0
B. Mathurin,1631097,Driving Finger Roll Layup Shot,26.0,45.0,57.77777777777777
B. Mathurin,1631097,Driving Floating Bank Jump Shot,15.0,20.0,75.0
B. Mathurin,1631097,Driving Floating Jump Shot,39.0,95.0,41.05263157894737
B. Mathurin,1631097,Driving Hook Shot,2.0,7.0,28.57142857142857
B. Mathurin,1631097,Driving Layup Shot,36.0,118.0,30.508474576271187
B. Mathurin,1631097,Driving Reverse Layup Shot,12.0,20.0,60.0
B. Mathurin,1631097,Dunk Shot,1.0,1.0,100.0
B. Mathurin,1631097,Fadeaway Jump Shot,2.0,5.0,40.0
B. Mathurin,1631097,Finger Roll Layup Shot,2.0,3.0,66.66666666666666
B. Mathurin,1631097,Floating Jump shot,11.0,27.0,40.74074074074074
B. Mathurin,1631097,Jump Bank Shot,0.0,3.0,0.0
B. Mathurin,1631097,Jump Shot,59.0,194.0,30.412371134020617
B. Mathurin,1631097,Layup Shot,9.0,23.0,39.130434782608695
B. Mathurin,1631097,Pullup Jump shot,44.0,121.0,36.36363636363637
B. Mathurin,1631097,Putback Layup Shot,8.0,12.0,66.66666666666666
B. Mathurin,1631097,Reverse Layup Shot,8.0,12.0,66.66666666666666
B. Mathurin,1631097,Running Alley Oop Dunk Shot,3.0,3.0,100.0
B. Mathurin,1631097,Running Dunk Shot,8.0,10.0,80.0
B. Mathurin,1631097,Running Finger Roll Layup Shot,26.0,31.0,83.87096774193549
B. Mathurin,1631097,Running Jump Shot,11.0,23.0,47.82608695652174
B. Mathurin,1631097,Running Layup Shot,22.0,46.0,47.82608695652174
B. Mathurin,1631097,Running Pull-Up Jump Shot,4.0,20.0,20.0
B. Mathurin,1631097,Running Reverse Layup Shot,9.0,12.0,75.0
B. Mathurin,1631097,Step Back Jump shot,9.0,22.0,40.909090909090914
B. Mathurin,1631097,Tip Layup Shot,12.0,19.0,63.1578947368421
B. Mathurin,1631097,Turnaround Bank shot,0.0,1.0,0.0
B. Mathurin,1631097,Turnaround Fadeaway shot,0.0,2.0,0.0
B. Mathurin,1631097,Turnaround Jump Shot,2.0,5.0,40.0
B. McGowens,1631121,Alley Oop Layup shot,0.0,1.0,0.0
B. McGowens,1631121,Cutting Dunk Shot,2.0,2.0,100.0
B. McGowens,1631121,Cutting Layup Shot,5.0,6.0,83.33333333333334
B. McGowens,1631121,Driving Bank Hook Shot,1.0,1.0,100.0
B. McGowens,1631121,Driving Dunk Shot,5.0,8.0,62.5
B. McGowens,1631121,Driving Finger Roll Layup Shot,3.0,5.0,60.0
B. McGowens,1631121,Driving Floating Bank Jump Shot,0.0,2.0,0.0
B. McGowens,1631121,Driving Floating Jump Shot,4.0,19.0,21.052631578947366
B. McGowens,1631121,Driving Layup Shot,15.0,32.0,46.875
B. McGowens,1631121,Driving Reverse Layup Shot,1.0,2.0,50.0
B. McGowens,1631121,Fadeaway Jump Shot,0.0,4.0,0.0
B. McGowens,1631121,Finger Roll Layup Shot,0.0,1.0,0.0
B. McGowens,1631121,Floating Jump shot,2.0,3.0,66.66666666666666
B. McGowens,1631121,Jump Bank Shot,0.0,1.0,0.0
B. McGowens,1631121,Jump Shot,22.0,63.0,34.92063492063492
B. McGowens,1631121,Layup Shot,1.0,2.0,50.0
B. McGowens,1631121,Pullup Jump shot,2.0,10.0,20.0
B. McGowens,1631121,Putback Layup Shot,2.0,2.0,100.0
B. McGowens,1631121,Reverse Layup Shot,0.0,1.0,0.0
B. McGowens,1631121,Running Dunk Shot,1.0,1.0,100.0
B. McGowens,1631121,Running Finger Roll Layup Shot,0.0,1.0,0.0
B. McGowens,1631121,Running Jump Shot,0.0,6.0,0.0
B. McGowens,1631121,Running Layup Shot,7.0,15.0,46.666666666666664
B. McGowens,1631121,Step Back Jump shot,3.0,8.0,37.5
B. McGowens,1631121,Tip Dunk Shot,1.0,1.0,100.0
B. McGowens,1631121,Tip Layup Shot,3.0,5.0,60.0
B. Portis,1626171,Alley Oop Layup shot,1.0,2.0,50.0
B. Portis,1626171,Cutting Dunk Shot,7.0,8.0,87.5
B. Portis,1626171,Cutting Finger Roll Layup Shot,4.0,4.0,100.0
B. Portis,1626171,Cutting Layup Shot,22.0,27.0,81.48148148148148
B. Portis,1626171,Driving Bank Hook Shot,1.0,1.0,100.0
B. Portis,1626171,Driving Dunk Shot,2.0,3.0,66.66666666666666
B. Portis,1626171,Driving Finger Roll Layup Shot,7.0,9.0,77.77777777777779
B. Portis,1626171,Driving Floating Bank Jump Shot,3.0,5.0,60.0
B. Portis,1626171,Driving Floating Jump Shot,18.0,34.0,52.94117647058824
B. Portis,1626171,Driving Hook Shot,7.0,11.0,63.63636363636363
B. Portis,1626171,Driving Layup Shot,12.0,23.0,52.17391304347826
B. Portis,1626171,Driving Reverse Layup Shot,2.0,3.0,66.66666666666666
B. Portis,1626171,Dunk Shot,3.0,3.0,100.0
B. Portis,1626171,Fadeaway Jump Shot,3.0,6.0,50.0
B. Portis,1626171,Finger Roll Layup Shot,1.0,1.0,100.0
B. Portis,1626171,Floating Jump shot,15.0,31.0,48.38709677419355
B. Portis,1626171,Hook Bank Shot,4.0,6.0,66.66666666666666
B. Portis,1626171,Hook Shot,10.0,17.0,58.82352941176471
B. Portis,1626171,Jump Shot,121.0,305.0,39.67213114754099
B. Portis,1626171,Layup Shot,17.0,32.0,53.125
B. Portis,1626171,Pullup Jump shot,9.0,26.0,34.61538461538461
B. Portis,1626171,Putback Layup Shot,21.0,30.0,70.0
B. Portis,1626171,Reverse Layup Shot,5.0,6.0,83.33333333333334
B. Portis,1626171,Running Dunk Shot,5.0,5.0,100.0
B. Portis,1626171,Running Finger Roll Layup Shot,1.0,1.0,100.0
B. Portis,1626171,Running Jump Shot,7.0,15.0,46.666666666666664
B. Portis,1626171,Running Layup Shot,12.0,16.0,75.0
B. Portis,1626171,Running Pull-Up Jump Shot,1.0,3.0,33.33333333333333
B. Portis,1626171,Running Reverse Layup Shot,1.0,2.0,50.0
B. Portis,1626171,Step Back Jump shot,5.0,12.0,41.66666666666667
B. Portis,1626171,Tip Dunk Shot,1.0,2.0,50.0
B. Portis,1626171,Tip Layup Shot,16.0,45.0,35.55555555555556
B. Portis,1626171,Turnaround Bank Hook Shot,3.0,3.0,100.0
B. Portis,1626171,Turnaround Bank shot,4.0,5.0,80.0
B. Portis,1626171,Turnaround Fadeaway shot,23.0,51.0,45.09803921568628
B. Portis,1626171,Turnaround Hook Shot,27.0,46.0,58.69565217391305
B. Portis,1626171,Turnaround Jump Shot,17.0,45.0,37.77777777777778
B. Simmons,1627732,Alley Oop Dunk Shot,10.0,12.0,83.33333333333334
B. Simmons,1627732,Alley Oop Layup shot,2.0,4.0,50.0
B. Simmons,1627732,Cutting Dunk Shot,6.0,6.0,100.0
B. Simmons,1627732,Cutting Finger Roll Layup Shot,1.0,1.0,100.0
B. Simmons,1627732,Cutting Layup Shot,8.0,12.0,66.66666666666666
B. Simmons,1627732,Driving Bank Hook Shot,2.0,3.0,66.66666666666666
B. Simmons,1627732,Driving Dunk Shot,2.0,3.0,66.66666666666666
B. Simmons,1627732,Driving Finger Roll Layup Shot,2.0,4.0,50.0
B. Simmons,1627732,Driving Floating Bank Jump Shot,2.0,5.0,40.0
B. Simmons,1627732,Driving Floating Jump Shot,5.0,12.0,41.66666666666667
B. Simmons,1627732,Driving Hook Shot,8.0,17.0,47.05882352941176
B. Simmons,1627732,Driving Layup Shot,10.0,21.0,47.61904761904761
B. Simmons,1627732,Driving Reverse Layup Shot,2.0,2.0,100.0
B. Simmons,1627732,Dunk Shot,6.0,7.0,85.71428571428571
B. Simmons,1627732,Floating Jump shot,7.0,18.0,38.88888888888889
B. Simmons,1627732,Hook Shot,6.0,13.0,46.15384615384615
B. Simmons,1627732,Jump Bank Shot,1.0,1.0,100.0
B. Simmons,1627732,Layup Shot,6.0,10.0,60.0
B. Simmons,1627732,Pullup Jump shot,2.0,4.0,50.0
B. Simmons,1627732,Putback Dunk Shot,1.0,1.0,100.0
B. Simmons,1627732,Putback Layup Shot,1.0,1.0,100.0
B. Simmons,1627732,Reverse Layup Shot,9.0,11.0,81.81818181818183
B. Simmons,1627732,Running Alley Oop Dunk Shot,2.0,2.0,100.0
B. Simmons,1627732,Running Dunk Shot,1.0,2.0,50.0
B. Simmons,1627732,Running Finger Roll Layup Shot,3.0,4.0,75.0
B. Simmons,1627732,Running Layup Shot,5.0,12.0,41.66666666666667
B. Simmons,1627732,Running Pull-Up Jump Shot,1.0,1.0,100.0
B. Simmons,1627732,Tip Dunk Shot,4.0,4.0,100.0
B. Simmons,1627732,Tip Layup Shot,3.0,7.0,42.857142857142854
B. Simmons,1627732,Turnaround Bank Hook Shot,2.0,3.0,66.66666666666666
B. Simmons,1627732,Turnaround Bank shot,1.0,1.0,100.0
B. Simmons,1627732,Turnaround Hook Shot,11.0,29.0,37.93103448275862
B. Simmons,1627732,Turnaround Jump Shot,1.0,2.0,50.0
B. Wesley,1631104,Alley Oop Layup shot,0.0,1.0,0.0
B. Wesley,1631104,Cutting Dunk Shot,1.0,1.0,100.0
B. Wesley,1631104,Cutting Layup Shot,0.0,1.0,0.0
B. Wesley,1631104,Driving Dunk Shot,5.0,6.0,83.33333333333334
B. Wesley,1631104,Driving Finger Roll Layup Shot,4.0,12.0,33.33333333333333
B. Wesley,1631104,Driving Floating Bank Jump Shot,2.0,4.0,50.0
B. Wesley,1631104,Driving Floating Jump Shot,1.0,13.0,7.6923076923076925
B. Wesley,1631104,Driving Layup Shot,8.0,38.0,21.052631578947366
